Event Rate: [0.39, 0.15, 0.08, 0.03, 0.04, 0.05, 0.06, 0.09, 0.11, 0.14, 0.46, 0.53]
Event Rate: [0.40, 0.15, 0.08, 0.03, 0.03, 0.04, 0.05, 0.08, 0.10, 0.12, 0.47, 0.53]
Event Rate: [0.40, 0.16, 0.09, 0.03, 0.04, 0.05, 0.06, 0.09, 0.11, 0.14, 0.46, 0.52]
Event Rate: [0.43, 0.17, 0.09, 0.03, 0.04, 0.04, 0.06, 0.09, 0.11, 0.14, 0.48, 0.52]
Event Rate: [0.36, 0.14, 0.08, 0.03, 0.04, 0.04, 0.06, 0.09, 0.11, 0.14, 0.44, 0.52]
Event Rate: [0.40, 0.15, 0.08, 0.03, 0.03, 0.04, 0.06, 0.09, 0.11, 0.14, 0.48, 0.54]
Event Rate: [0.44, 0.19, 0.10, 0.04, 0.04, 0.05, 0.07, 0.10, 0.13, 0.15, 0.48, 0.51]
Event Rate: [0.42, 0.16, 0.08, 0.03, 0.03, 0.04, 0.06, 0.09, 0.12, 0.14, 0.47, 0.50]
Event Rate: [0.37, 0.14, 0.07, 0.02, 0.03, 0.03, 0.05, 0.07, 0.09, 0.12, 0.46, 0.49]
Event Rate: [0.40, 0.15, 0.07, 0.02, 0.03, 0.03, 0.05, 0.08, 0.09, 0.13, 0.48, 0.49]
Event Rate: [0.39, 0.15, 0.08, 0.02, 0.03, 0.03, 0.05, 0.08, 0.10, 0.12, 0.47, 0.49]
Event Rate: [0.38, 0.13, 0.07, 0.02, 0.02, 0.03, 0.04, 0.07, 0.09, 0.12, 0.45, 0.50]
Event Rate: [0.34, 0.13, 0.06, 0.02, 0.03, 0.03, 0.04, 0.07, 0.09, 0.11, 0.43, 0.50]
Event Rate: [0.45, 0.17, 0.09, 0.03, 0.03, 0.04, 0.05, 0.09, 0.11, 0.15, 0.48, 0.49]
Event Rate: [0.43, 0.17, 0.09, 0.03, 0.03, 0.04, 0.06, 0.10, 0.12, 0.15, 0.48, 0.49]
Event Rate: [0.37, 0.14, 0.07, 0.02, 0.03, 0.03, 0.05, 0.08, 0.10, 0.13, 0.45, 0.49]
Event Rate: [0.41, 0.17, 0.09, 0.02, 0.03, 0.03, 0.05, 0.08, 0.10, 0.13, 0.45, 0.48]
Event Rate: [0.41, 0.15, 0.07, 0.02, 0.03, 0.03, 0.05, 0.08, 0.10, 0.14, 0.45, 0.45]
Event Rate: [0.36, 0.14, 0.07, 0.02, 0.02, 0.03, 0.04, 0.06, 0.08, 0.11, 0.43, 0.43]
Event Rate: [0.36, 0.14, 0.07, 0.02, 0.02, 0.03, 0.04, 0.07, 0.09, 0.11, 0.42, 0.43]
Event Rate: [0.38, 0.16, 0.09, 0.03, 0.03, 0.04, 0.05, 0.08, 0.10, 0.13, 0.41, 0.43]
Event Rate: [0.40, 0.16, 0.08, 0.03, 0.03, 0.04, 0.05, 0.08, 0.10, 0.14, 0.45, 0.42]
